#    L    TT             EE             TE             PP             TP          
  8428   0.341515E-02  -0.793713E-05   0.731198E-04   0.101154E+05   0.107484E+00
  8429   0.341443E-02  -0.798253E-05   0.732150E-04   0.101134E+05   0.107445E+00
  8430   0.341372E-02  -0.802783E-05   0.733099E-04   0.101115E+05   0.107406E+00
  8431   0.341300E-02  -0.807304E-05   0.734046E-04   0.101096E+05   0.107366E+00
  8432   0.341227E-02  -0.811816E-05   0.734991E-04   0.101076E+05   0.107327E+00
  8433   0.341155E-02  -0.816319E-05   0.735933E-04   0.101057E+05   0.107288E+00
  8434   0.341083E-02  -0.820813E-05   0.736873E-04   0.101037E+05   0.107249E+00
  8435   0.341010E-02  -0.825298E-05   0.737811E-04   0.101018E+05   0.107210E+00
  8436   0.340938E-02  -0.829773E-05   0.738746E-04   0.100998E+05   0.107171E+00
  8437   0.340865E-02  -0.834239E-05   0.739678E-04   0.100979E+05   0.107132E+00
  8438   0.340793E-02  -0.838696E-05   0.740609E-04   0.100960E+05   0.107093E+00
  8439   0.340720E-02  -0.843144E-05   0.741537E-04   0.100940E+05   0.107054E+00
  8440   0.340647E-02  -0.847583E-05   0.742463E-04   0.100921E+05   0.107015E+00
  8441   0.340574E-02  -0.852013E-05   0.743386E-04   0.100901E+05   0.106976E+00
  8442   0.340501E-02  -0.856433E-05   0.744307E-04   0.100882E+05   0.106937E+00
  8443   0.340428E-02  -0.860845E-05   0.745226E-04   0.100863E+05   0.106898E+00
  8444   0.340354E-02  -0.865247E-05   0.746142E-04   0.100843E+05   0.106859E+00
  8445   0.340281E-02  -0.869640E-05   0.747056E-04   0.100824E+05   0.106820E+00
  8446   0.340207E-02  -0.874024E-05   0.747967E-04   0.100805E+05   0.106781E+00
  8447   0.340134E-02  -0.878400E-05   0.748877E-04   0.100785E+05   0.106743E+00
  8448   0.340060E-02  -0.882766E-05   0.749784E-04   0.100766E+05   0.106704E+00
  8449   0.339986E-02  -0.887122E-05   0.750688E-04   0.100747E+05   0.106665E+00
  8450   0.339912E-02  -0.891470E-05   0.751590E-04   0.100727E+05   0.106626E+00
  8451   0.339838E-02  -0.895809E-05   0.752490E-04   0.100708E+05   0.106587E+00
  8452   0.339764E-02  -0.900139E-05   0.753388E-04   0.100689E+05   0.106549E+00
  8453   0.339690E-02  -0.904459E-05   0.754283E-04   0.100669E+05   0.106510E+00
  8454   0.339616E-02  -0.908771E-05   0.755176E-04   0.100650E+05   0.106471E+00
  8455   0.339542E-02  -0.913074E-05   0.756066E-04   0.100631E+05   0.106432E+00
  8456   0.339467E-02  -0.917367E-05   0.756955E-04   0.100611E+05   0.106394E+00
  8457   0.339392E-02  -0.921652E-05   0.757841E-04   0.100592E+05   0.106355E+00
  8458   0.339318E-02  -0.925927E-05   0.758724E-04   0.100573E+05   0.106316E+00
  8459   0.339243E-02  -0.930194E-05   0.759605E-04   0.100553E+05   0.106278E+00
  8460   0.339168E-02  -0.934451E-05   0.760484E-04   0.100534E+05   0.106239E+00
  8461   0.339093E-02  -0.938700E-05   0.761361E-04   0.100515E+05   0.106200E+00
  8462   0.339018E-02  -0.942939E-05   0.762235E-04   0.100496E+05   0.106162E+00
  8463   0.338943E-02  -0.947169E-05   0.763107E-04   0.100476E+05   0.106123E+00
  8464   0.338868E-02  -0.951391E-05   0.763977E-04   0.100457E+05   0.106084E+00
  8465   0.338792E-02  -0.955603E-05   0.764844E-04   0.100438E+05   0.106046E+00
  8466   0.338717E-02  -0.959807E-05   0.765709E-04   0.100419E+05   0.106007E+00
  8467   0.338641E-02  -0.964002E-05   0.766572E-04   0.100399E+05   0.105969E+00
  8468   0.338566E-02  -0.968187E-05   0.767432E-04   0.100380E+05   0.105930E+00
  8469   0.338490E-02  -0.972364E-05   0.768290E-04   0.100361E+05   0.105892E+00
  8470   0.338414E-02  -0.976532E-05   0.769146E-04   0.100342E+05   0.105853E+00
  8471   0.338338E-02  -0.980690E-05   0.769999E-04   0.100322E+05   0.105815E+00
  8472   0.338262E-02  -0.984840E-05   0.770850E-04   0.100303E+05   0.105776E+00
  8473   0.338186E-02  -0.988981E-05   0.771699E-04   0.100284E+05   0.105738E+00
  8474   0.338110E-02  -0.993113E-05   0.772546E-04   0.100265E+05   0.105699E+00
  8475   0.338034E-02  -0.997236E-05   0.773390E-04   0.100246E+05   0.105661E+00
  8476   0.337957E-02  -0.100135E-04   0.774232E-04   0.100226E+05   0.105623E+00
  8477   0.337881E-02  -0.100546E-04   0.775072E-04   0.100207E+05   0.105584E+00
  8478   0.337804E-02  -0.100955E-04   0.775909E-04   0.100188E+05   0.105546E+00
  8479   0.337727E-02  -0.101364E-04   0.776744E-04   0.100169E+05   0.105508E+00
  8480   0.337651E-02  -0.101772E-04   0.777577E-04   0.100150E+05   0.105469E+00
  8481   0.337574E-02  -0.102179E-04   0.778407E-04   0.100131E+05   0.105431E+00
  8482   0.337497E-02  -0.102585E-04   0.779235E-04   0.100111E+05   0.105393E+00
  8483   0.337420E-02  -0.102990E-04   0.780061E-04   0.100092E+05   0.105354E+00
  8484   0.337343E-02  -0.103394E-04   0.780885E-04   0.100073E+05   0.105316E+00
  8485   0.337265E-02  -0.103798E-04   0.781706E-04   0.100054E+05   0.105278E+00
  8486   0.337188E-02  -0.104200E-04   0.782525E-04   0.100035E+05   0.105240E+00
  8487   0.337111E-02  -0.104602E-04   0.783342E-04   0.100016E+05   0.105202E+00
  8488   0.337033E-02  -0.105003E-04   0.784157E-04   0.999967E+04   0.105163E+00
  8489   0.336955E-02  -0.105403E-04   0.784969E-04   0.999776E+04   0.105125E+00
  8490   0.336878E-02  -0.105802E-04   0.785779E-04   0.999585E+04   0.105087E+00
  8491   0.336800E-02  -0.106200E-04   0.786586E-04   0.999394E+04   0.105049E+00
  8492   0.336722E-02  -0.106597E-04   0.787392E-04   0.999203E+04   0.105011E+00
  8493   0.336644E-02  -0.106993E-04   0.788195E-04   0.999012E+04   0.104973E+00
  8494   0.336566E-02  -0.107389E-04   0.788996E-04   0.998821E+04   0.104935E+00
  8495   0.336488E-02  -0.107783E-04   0.789794E-04   0.998630E+04   0.104896E+00
  8496   0.336409E-02  -0.108177E-04   0.790591E-04   0.998439E+04   0.104858E+00
  8497   0.336331E-02  -0.108570E-04   0.791385E-04   0.998248E+04   0.104820E+00
  8498   0.336252E-02  -0.108962E-04   0.792176E-04   0.998058E+04   0.104782E+00
  8499   0.336174E-02  -0.109353E-04   0.792966E-04   0.997867E+04   0.104744E+00
  8500   0.336095E-02  -0.109743E-04   0.793753E-04   0.997677E+04   0.104706E+00
  8501   0.336016E-02  -0.110133E-04   0.794538E-04   0.997486E+04   0.104668E+00
  8502   0.335938E-02  -0.110521E-04   0.795321E-04   0.997296E+04   0.104630E+00
  8503   0.335859E-02  -0.110909E-04   0.796102E-04   0.997105E+04   0.104592E+00
  8504   0.335780E-02  -0.111295E-04   0.796880E-04   0.996915E+04   0.104554E+00
  8505   0.335700E-02  -0.111681E-04   0.797656E-04   0.996725E+04   0.104517E+00
  8506   0.335621E-02  -0.112066E-04   0.798430E-04   0.996535E+04   0.104479E+00
  8507   0.335542E-02  -0.112450E-04   0.799201E-04   0.996345E+04   0.104441E+00
  8508   0.335463E-02  -0.112834E-04   0.799970E-04   0.996154E+04   0.104403E+00
  8509   0.335383E-02  -0.113216E-04   0.800737E-04   0.995964E+04   0.104365E+00
  8510   0.335303E-02  -0.113597E-04   0.801502E-04   0.995774E+04   0.104327E+00
  8511   0.335224E-02  -0.113978E-04   0.802265E-04   0.995585E+04   0.104289E+00
  8512   0.335144E-02  -0.114358E-04   0.803025E-04   0.995395E+04   0.104252E+00
  8513   0.335064E-02  -0.114737E-04   0.803783E-04   0.995205E+04   0.104214E+00
  8514   0.334984E-02  -0.115115E-04   0.804539E-04   0.995015E+04   0.104176E+00
  8515   0.334904E-02  -0.115492E-04   0.805293E-04   0.994825E+04   0.104138E+00
  8516   0.334824E-02  -0.115868E-04   0.806044E-04   0.994636E+04   0.104101E+00
  8517   0.334744E-02  -0.116244E-04   0.806793E-04   0.994446E+04   0.104063E+00
  8518   0.334663E-02  -0.116618E-04   0.807540E-04   0.994257E+04   0.104025E+00
  8519   0.334583E-02  -0.116992E-04   0.808285E-04   0.994067E+04   0.103987E+00
  8520   0.334503E-02  -0.117365E-04   0.809027E-04   0.993878E+04   0.103950E+00
  8521   0.334422E-02  -0.117737E-04   0.809767E-04   0.993688E+04   0.103912E+00
  8522   0.334341E-02  -0.118108E-04   0.810505E-04   0.993499E+04   0.103874E+00
  8523   0.334260E-02  -0.118478E-04   0.811241E-04   0.993310E+04   0.103837E+00
  8524   0.334180E-02  -0.118847E-04   0.811975E-04   0.993121E+04   0.103799E+00
  8525   0.334099E-02  -0.119216E-04   0.812706E-04   0.992932E+04   0.103762E+00
  8526   0.334018E-02  -0.119583E-04   0.813435E-04   0.992742E+04   0.103724E+00
  8527   0.333936E-02  -0.119950E-04   0.814162E-04   0.992553E+04   0.103687E+00
  8528   0.333855E-02  -0.120316E-04   0.814887E-04   0.992364E+04   0.103649E+00
  8529   0.333774E-02  -0.120681E-04   0.815609E-04   0.992175E+04   0.103611E+00
  8530   0.333692E-02  -0.121045E-04   0.816329E-04   0.991987E+04   0.103574E+00
  8531   0.333611E-02  -0.121409E-04   0.817048E-04   0.991798E+04   0.103536E+00
  8532   0.333529E-02  -0.121771E-04   0.817763E-04   0.991609E+04   0.103499E+00
  8533   0.333448E-02  -0.122133E-04   0.818477E-04   0.991420E+04   0.103462E+00
  8534   0.333366E-02  -0.122494E-04   0.819189E-04   0.991232E+04   0.103424E+00
  8535   0.333284E-02  -0.122854E-04   0.819898E-04   0.991043E+04   0.103387E+00
  8536   0.333202E-02  -0.123213E-04   0.820605E-04   0.990855E+04   0.103349E+00
  8537   0.333120E-02  -0.123571E-04   0.821310E-04   0.990666E+04   0.103312E+00
  8538   0.333038E-02  -0.123928E-04   0.822012E-04   0.990478E+04   0.103274E+00
  8539   0.332956E-02  -0.124285E-04   0.822713E-04   0.990289E+04   0.103237E+00
  8540   0.332873E-02  -0.124641E-04   0.823411E-04   0.990101E+04   0.103200E+00
  8541   0.332791E-02  -0.124995E-04   0.824107E-04   0.989913E+04   0.103162E+00
  8542   0.332708E-02  -0.125349E-04   0.824801E-04   0.989725E+04   0.103125E+00
  8543   0.332626E-02  -0.125702E-04   0.825493E-04   0.989536E+04   0.103088E+00
  8544   0.332543E-02  -0.126055E-04   0.826182E-04   0.989348E+04   0.103050E+00
  8545   0.332460E-02  -0.126406E-04   0.826870E-04   0.989160E+04   0.103013E+00
  8546   0.332378E-02  -0.126757E-04   0.827555E-04   0.988972E+04   0.102976E+00
  8547   0.332295E-02  -0.127106E-04   0.828238E-04   0.988784E+04   0.102939E+00
  8548   0.332212E-02  -0.127455E-04   0.828919E-04   0.988596E+04   0.102901E+00
  8549   0.332128E-02  -0.127803E-04   0.829597E-04   0.988409E+04   0.102864E+00
  8550   0.332045E-02  -0.128151E-04   0.830274E-04   0.988221E+04   0.102827E+00
  8551   0.331962E-02  -0.128497E-04   0.830948E-04   0.988033E+04   0.102790E+00
  8552   0.331879E-02  -0.128842E-04   0.831620E-04   0.987846E+04   0.102753E+00
  8553   0.331795E-02  -0.129187E-04   0.832290E-04   0.987658E+04   0.102716E+00
  8554   0.331712E-02  -0.129531E-04   0.832958E-04   0.987470E+04   0.102678E+00
  8555   0.331628E-02  -0.129874E-04   0.833623E-04   0.987283E+04   0.102641E+00
  8556   0.331544E-02  -0.130216E-04   0.834287E-04   0.987095E+04   0.102604E+00
  8557   0.331460E-02  -0.130557E-04   0.834948E-04   0.986908E+04   0.102567E+00
  8558   0.331376E-02  -0.130898E-04   0.835607E-04   0.986721E+04   0.102530E+00
  8559   0.331292E-02  -0.131237E-04   0.836264E-04   0.986534E+04   0.102493E+00
  8560   0.331208E-02  -0.131576E-04   0.836919E-04   0.986346E+04   0.102456E+00
  8561   0.331124E-02  -0.131914E-04   0.837571E-04   0.986159E+04   0.102419E+00
  8562   0.331040E-02  -0.132251E-04   0.838222E-04   0.985972E+04   0.102382E+00
  8563   0.330956E-02  -0.132587E-04   0.838870E-04   0.985785E+04   0.102345E+00
  8564   0.330871E-02  -0.132923E-04   0.839516E-04   0.985598E+04   0.102308E+00
  8565   0.330787E-02  -0.133257E-04   0.840160E-04   0.985411E+04   0.102271E+00
  8566   0.330702E-02  -0.133591E-04   0.840802E-04   0.985224E+04   0.102234E+00
  8567   0.330617E-02  -0.133924E-04   0.841441E-04   0.985037E+04   0.102197E+00
  8568   0.330532E-02  -0.134256E-04   0.842079E-04   0.984851E+04   0.102160E+00
  8569   0.330448E-02  -0.134587E-04   0.842714E-04   0.984664E+04   0.102123E+00
  8570   0.330363E-02  -0.134918E-04   0.843348E-04   0.984477E+04   0.102087E+00
  8571   0.330278E-02  -0.135247E-04   0.843979E-04   0.984291E+04   0.102050E+00
  8572   0.330192E-02  -0.135576E-04   0.844608E-04   0.984104E+04   0.102013E+00
  8573   0.330107E-02  -0.135904E-04   0.845235E-04   0.983918E+04   0.101976E+00
  8574   0.330022E-02  -0.136231E-04   0.845859E-04   0.983731E+04   0.101939E+00
  8575   0.329937E-02  -0.136557E-04   0.846482E-04   0.983545E+04   0.101902E+00
  8576   0.329851E-02  -0.136883E-04   0.847102E-04   0.983358E+04   0.101866E+00
  8577   0.329765E-02  -0.137207E-04   0.847720E-04   0.983172E+04   0.101829E+00
  8578   0.329680E-02  -0.137531E-04   0.848337E-04   0.982986E+04   0.101792E+00
  8579   0.329594E-02  -0.137854E-04   0.848951E-04   0.982800E+04   0.101755E+00
  8580   0.329508E-02  -0.138176E-04   0.849563E-04   0.982614E+04   0.101719E+00
  8581   0.329422E-02  -0.138498E-04   0.850172E-04   0.982427E+04   0.101682E+00
  8582   0.329336E-02  -0.138818E-04   0.850780E-04   0.982241E+04   0.101645E+00
  8583   0.329250E-02  -0.139138E-04   0.851385E-04   0.982056E+04   0.101609E+00
  8584   0.329164E-02  -0.139456E-04   0.851989E-04   0.981870E+04   0.101572E+00
  8585   0.329078E-02  -0.139774E-04   0.852590E-04   0.981684E+04   0.101535E+00
  8586   0.328992E-02  -0.140092E-04   0.853189E-04   0.981498E+04   0.101499E+00
  8587   0.328905E-02  -0.140408E-04   0.853786E-04   0.981312E+04   0.101462E+00
  8588   0.328819E-02  -0.140723E-04   0.854381E-04   0.981127E+04   0.101426E+00
  8589   0.328732E-02  -0.141038E-04   0.854974E-04   0.980941E+04   0.101389E+00
  8590   0.328645E-02  -0.141352E-04   0.855565E-04   0.980755E+04   0.101352E+00
  8591   0.328559E-02  -0.141665E-04   0.856153E-04   0.980570E+04   0.101316E+00
  8592   0.328472E-02  -0.141977E-04   0.856740E-04   0.980384E+04   0.101279E+00
  8593   0.328385E-02  -0.142289E-04   0.857324E-04   0.980199E+04   0.101243E+00
  8594   0.328298E-02  -0.142599E-04   0.857907E-04   0.980014E+04   0.101206E+00
  8595   0.328211E-02  -0.142909E-04   0.858487E-04   0.979828E+04   0.101170E+00
  8596   0.328124E-02  -0.143218E-04   0.859065E-04   0.979643E+04   0.101133E+00
  8597   0.328036E-02  -0.143526E-04   0.859641E-04   0.979458E+04   0.101097E+00
  8598   0.327949E-02  -0.143834E-04   0.860215E-04   0.979273E+04   0.101061E+00
  8599   0.327862E-02  -0.144140E-04   0.860787E-04   0.979088E+04   0.101024E+00
  8600   0.327774E-02  -0.144446E-04   0.861356E-04   0.978903E+04   0.100988E+00
  8601   0.327686E-02  -0.144751E-04   0.861924E-04   0.978718E+04   0.100951E+00
  8602   0.327599E-02  -0.145055E-04   0.862489E-04   0.978533E+04   0.100915E+00
  8603   0.327511E-02  -0.145358E-04   0.863053E-04   0.978348E+04   0.100879E+00
  8604   0.327423E-02  -0.145660E-04   0.863614E-04   0.978163E+04   0.100842E+00
  8605   0.327335E-02  -0.145962E-04   0.864173E-04   0.977978E+04   0.100806E+00
  8606   0.327247E-02  -0.146263E-04   0.864730E-04   0.977794E+04   0.100770E+00
  8607   0.327159E-02  -0.146563E-04   0.865286E-04   0.977609E+04   0.100733E+00
  8608   0.327071E-02  -0.146862E-04   0.865839E-04   0.977424E+04   0.100697E+00
  8609   0.326983E-02  -0.147161E-04   0.866389E-04   0.977240E+04   0.100661E+00
  8610   0.326894E-02  -0.147458E-04   0.866938E-04   0.977055E+04   0.100625E+00
  8611   0.326806E-02  -0.147755E-04   0.867485E-04   0.976871E+04   0.100588E+00
  8612   0.326717E-02  -0.148051E-04   0.868030E-04   0.976686E+04   0.100552E+00
  8613   0.326629E-02  -0.148346E-04   0.868572E-04   0.976502E+04   0.100516E+00
  8614   0.326540E-02  -0.148640E-04   0.869113E-04   0.976318E+04   0.100480E+00
  8615   0.326451E-02  -0.148934E-04   0.869651E-04   0.976134E+04   0.100444E+00
  8616   0.326362E-02  -0.149227E-04   0.870188E-04   0.975949E+04   0.100407E+00
  8617   0.326273E-02  -0.149519E-04   0.870722E-04   0.975765E+04   0.100371E+00
  8618   0.326184E-02  -0.149810E-04   0.871254E-04   0.975581E+04   0.100335E+00
  8619   0.326095E-02  -0.150100E-04   0.871785E-04   0.975397E+04   0.100299E+00
  8620   0.326006E-02  -0.150390E-04   0.872313E-04   0.975213E+04   0.100263E+00
  8621   0.325917E-02  -0.150678E-04   0.872839E-04   0.975029E+04   0.100227E+00
  8622   0.325828E-02  -0.150966E-04   0.873363E-04   0.974846E+04   0.100191E+00
  8623   0.325738E-02  -0.151254E-04   0.873885E-04   0.974662E+04   0.100155E+00
  8624   0.325649E-02  -0.151540E-04   0.874405E-04   0.974478E+04   0.100119E+00
  8625   0.325559E-02  -0.151825E-04   0.874922E-04   0.974294E+04   0.100083E+00
  8626   0.325469E-02  -0.152110E-04   0.875438E-04   0.974111E+04   0.100047E+00
  8627   0.325380E-02  -0.152394E-04   0.875952E-04   0.973927E+04   0.100011E+00
  8628   0.325290E-02  -0.152677E-04   0.876464E-04   0.973744E+04   0.999748E-01
  8629   0.325200E-02  -0.152960E-04   0.876973E-04   0.973560E+04   0.999389E-01
  8630   0.325110E-02  -0.153241E-04   0.877481E-04   0.973377E+04   0.999030E-01
  8631   0.325020E-02  -0.153522E-04   0.877987E-04   0.973193E+04   0.998670E-01
  8632   0.324930E-02  -0.153802E-04   0.878490E-04   0.973010E+04   0.998311E-01
  8633   0.324839E-02  -0.154081E-04   0.878992E-04   0.972827E+04   0.997952E-01
  8634   0.324749E-02  -0.154359E-04   0.879491E-04   0.972644E+04   0.997594E-01
  8635   0.324659E-02  -0.154637E-04   0.879988E-04   0.972460E+04   0.997235E-01
  8636   0.324568E-02  -0.154914E-04   0.880484E-04   0.972277E+04   0.996877E-01
  8637   0.324478E-02  -0.155190E-04   0.880977E-04   0.972094E+04   0.996519E-01
  8638   0.324387E-02  -0.155465E-04   0.881469E-04   0.971911E+04   0.996160E-01
  8639   0.324296E-02  -0.155739E-04   0.881958E-04   0.971728E+04   0.995802E-01
  8640   0.324205E-02  -0.156013E-04   0.882445E-04   0.971546E+04   0.995445E-01
  8641   0.324115E-02  -0.156286E-04   0.882930E-04   0.971363E+04   0.995087E-01
  8642   0.324024E-02  -0.156558E-04   0.883413E-04   0.971180E+04   0.994730E-01
  8643   0.323933E-02  -0.156829E-04   0.883895E-04   0.970997E+04   0.994372E-01
  8644   0.323841E-02  -0.157100E-04   0.884374E-04   0.970815E+04   0.994015E-01
  8645   0.323750E-02  -0.157369E-04   0.884851E-04   0.970632E+04   0.993658E-01
  8646   0.323659E-02  -0.157638E-04   0.885326E-04   0.970449E+04   0.993301E-01
  8647   0.323568E-02  -0.157906E-04   0.885799E-04   0.970267E+04   0.992944E-01
  8648   0.323476E-02  -0.158174E-04   0.886270E-04   0.970084E+04   0.992588E-01
  8649   0.323385E-02  -0.158440E-04   0.886739E-04   0.969902E+04   0.992232E-01
  8650   0.323293E-02  -0.158706E-04   0.887206E-04   0.969720E+04   0.991875E-01
  8651   0.323201E-02  -0.158971E-04   0.887671E-04   0.969537E+04   0.991519E-01
  8652   0.323110E-02  -0.159235E-04   0.888134E-04   0.969355E+04   0.991163E-01
  8653   0.323018E-02  -0.159498E-04   0.888595E-04   0.969173E+04   0.990807E-01
  8654   0.322926E-02  -0.159761E-04   0.889054E-04   0.968991E+04   0.990452E-01
  8655   0.322834E-02  -0.160023E-04   0.889511E-04   0.968809E+04   0.990096E-01
  8656   0.322742E-02  -0.160284E-04   0.889966E-04   0.968627E+04   0.989741E-01
  8657   0.322650E-02  -0.160544E-04   0.890419E-04   0.968445E+04   0.989386E-01
  8658   0.322557E-02  -0.160804E-04   0.890870E-04   0.968263E+04   0.989031E-01
  8659   0.322465E-02  -0.161063E-04   0.891319E-04   0.968081E+04   0.988676E-01
  8660   0.322373E-02  -0.161320E-04   0.891766E-04   0.967899E+04   0.988321E-01
  8661   0.322280E-02  -0.161578E-04   0.892211E-04   0.967717E+04   0.987967E-01
  8662   0.322188E-02  -0.161834E-04   0.892654E-04   0.967536E+04   0.987612E-01
  8663   0.322095E-02  -0.162090E-04   0.893096E-04   0.967354E+04   0.987258E-01
  8664   0.322002E-02  -0.162345E-04   0.893535E-04   0.967172E+04   0.986904E-01
  8665   0.321910E-02  -0.162599E-04   0.893972E-04   0.966991E+04   0.986550E-01
  8666   0.321817E-02  -0.162852E-04   0.894407E-04   0.966809E+04   0.986196E-01
  8667   0.321724E-02  -0.163104E-04   0.894840E-04   0.966628E+04   0.985843E-01
  8668   0.321631E-02  -0.163356E-04   0.895271E-04   0.966447E+04   0.985489E-01
  8669   0.321538E-02  -0.163607E-04   0.895700E-04   0.966265E+04   0.985136E-01
  8670   0.321445E-02  -0.163857E-04   0.896127E-04   0.966084E+04   0.984783E-01
  8671   0.321351E-02  -0.164107E-04   0.896552E-04   0.965903E+04   0.984429E-01
  8672   0.321258E-02  -0.164355E-04   0.896975E-04   0.965722E+04   0.984077E-01
  8673   0.321165E-02  -0.164603E-04   0.897397E-04   0.965540E+04   0.983724E-01
  8674   0.321071E-02  -0.164850E-04   0.897816E-04   0.965359E+04   0.983371E-01
  8675   0.320978E-02  -0.165097E-04   0.898233E-04   0.965178E+04   0.983019E-01
  8676   0.320884E-02  -0.165342E-04   0.898649E-04   0.964997E+04   0.982667E-01
  8677   0.320790E-02  -0.165587E-04   0.899062E-04   0.964817E+04   0.982315E-01
  8678   0.320696E-02  -0.165831E-04   0.899473E-04   0.964636E+04   0.981963E-01
  8679   0.320603E-02  -0.166075E-04   0.899883E-04   0.964455E+04   0.981611E-01
  8680   0.320509E-02  -0.166317E-04   0.900290E-04   0.964274E+04   0.981259E-01
  8681   0.320415E-02  -0.166559E-04   0.900696E-04   0.964093E+04   0.980908E-01
  8682   0.320320E-02  -0.166800E-04   0.901099E-04   0.963913E+04   0.980556E-01
  8683   0.320226E-02  -0.167040E-04   0.901501E-04   0.963732E+04   0.980205E-01
  8684   0.320132E-02  -0.167280E-04   0.901900E-04   0.963552E+04   0.979854E-01
  8685   0.320038E-02  -0.167518E-04   0.902298E-04   0.963371E+04   0.979503E-01
  8686   0.319943E-02  -0.167756E-04   0.902693E-04   0.963191E+04   0.979152E-01
  8687   0.319849E-02  -0.167993E-04   0.903087E-04   0.963010E+04   0.978802E-01
  8688   0.319754E-02  -0.168230E-04   0.903479E-04   0.962830E+04   0.978451E-01
  8689   0.319660E-02  -0.168466E-04   0.903869E-04   0.962650E+04   0.978101E-01
  8690   0.319565E-02  -0.168700E-04   0.904257E-04   0.962470E+04   0.977751E-01
  8691   0.319470E-02  -0.168935E-04   0.904643E-04   0.962289E+04   0.977401E-01
  8692   0.319375E-02  -0.169168E-04   0.905027E-04   0.962109E+04   0.977051E-01
  8693   0.319280E-02  -0.169401E-04   0.905409E-04   0.961929E+04   0.976701E-01
  8694   0.319185E-02  -0.169632E-04   0.905789E-04   0.961749E+04   0.976352E-01
  8695   0.319090E-02  -0.169864E-04   0.906167E-04   0.961569E+04   0.976002E-01
  8696   0.318995E-02  -0.170094E-04   0.906543E-04   0.961389E+04   0.975653E-01
  8697   0.318900E-02  -0.170324E-04   0.906918E-04   0.961209E+04   0.975304E-01
  8698   0.318805E-02  -0.170552E-04   0.907290E-04   0.961030E+04   0.974955E-01
  8699   0.318709E-02  -0.170781E-04   0.907660E-04   0.960850E+04   0.974606E-01
  8700   0.318614E-02  -0.171008E-04   0.908029E-04   0.960670E+04   0.974258E-01
  8701   0.318518E-02  -0.171234E-04   0.908395E-04   0.960491E+04   0.973909E-01
  8702   0.318423E-02  -0.171460E-04   0.908760E-04   0.960311E+04   0.973561E-01
  8703   0.318327E-02  -0.171685E-04   0.909123E-04   0.960131E+04   0.973213E-01
  8704   0.318231E-02  -0.171910E-04   0.909484E-04   0.959952E+04   0.972865E-01
  8705   0.318136E-02  -0.172133E-04   0.909843E-04   0.959773E+04   0.972517E-01
  8706   0.318040E-02  -0.172356E-04   0.910200E-04   0.959593E+04   0.972169E-01
  8707   0.317944E-02  -0.172578E-04   0.910555E-04   0.959414E+04   0.971822E-01
  8708   0.317848E-02  -0.172800E-04   0.910908E-04   0.959235E+04   0.971474E-01
  8709   0.317752E-02  -0.173020E-04   0.911259E-04   0.959055E+04   0.971127E-01
  8710   0.317655E-02  -0.173240E-04   0.911608E-04   0.958876E+04   0.970780E-01
  8711   0.317559E-02  -0.173459E-04   0.911956E-04   0.958697E+04   0.970433E-01
  8712   0.317463E-02  -0.173678E-04   0.912301E-04   0.958518E+04   0.970086E-01
  8713   0.317366E-02  -0.173895E-04   0.912645E-04   0.958339E+04   0.969739E-01
  8714   0.317270E-02  -0.174112E-04   0.912986E-04   0.958160E+04   0.969393E-01
  8715   0.317173E-02  -0.174328E-04   0.913326E-04   0.957981E+04   0.969046E-01
  8716   0.317077E-02  -0.174544E-04   0.913664E-04   0.957802E+04   0.968700E-01
  8717   0.316980E-02  -0.174758E-04   0.914000E-04   0.957623E+04   0.968354E-01
  8718   0.316883E-02  -0.174972E-04   0.914334E-04   0.957445E+04   0.968008E-01
  8719   0.316786E-02  -0.175185E-04   0.914666E-04   0.957266E+04   0.967662E-01
  8720   0.316689E-02  -0.175398E-04   0.914996E-04   0.957087E+04   0.967317E-01
  8721   0.316592E-02  -0.175609E-04   0.915325E-04   0.956909E+04   0.966971E-01
  8722   0.316495E-02  -0.175820E-04   0.915651E-04   0.956730E+04   0.966626E-01
  8723   0.316398E-02  -0.176030E-04   0.915976E-04   0.956552E+04   0.966281E-01
  8724   0.316301E-02  -0.176240E-04   0.916298E-04   0.956373E+04   0.965936E-01
  8725   0.316204E-02  -0.176449E-04   0.916619E-04   0.956195E+04   0.965591E-01
  8726   0.316106E-02  -0.176657E-04   0.916938E-04   0.956017E+04   0.965246E-01
  8727   0.316009E-02  -0.176864E-04   0.917255E-04   0.955838E+04   0.964902E-01
  8728   0.315911E-02  -0.177070E-04   0.917570E-04   0.955660E+04   0.964557E-01
  8729   0.315814E-02  -0.177276E-04   0.917883E-04   0.955482E+04   0.964213E-01
  8730   0.315716E-02  -0.177481E-04   0.918195E-04   0.955304E+04   0.963869E-01
  8731   0.315618E-02  -0.177686E-04   0.918504E-04   0.955126E+04   0.963525E-01
  8732   0.315521E-02  -0.177889E-04   0.918812E-04   0.954948E+04   0.963181E-01
  8733   0.315423E-02  -0.178092E-04   0.919117E-04   0.954770E+04   0.962837E-01
  8734   0.315325E-02  -0.178294E-04   0.919421E-04   0.954592E+04   0.962494E-01
  8735   0.315227E-02  -0.178495E-04   0.919723E-04   0.954414E+04   0.962150E-01
  8736   0.315129E-02  -0.178696E-04   0.920023E-04   0.954236E+04   0.961807E-01
  8737   0.315031E-02  -0.178896E-04   0.920322E-04   0.954058E+04   0.961464E-01
